Impression ID,User ID,Date,News1,Impression_News1,News2,Impression_News2,News3,Impression_News3
117265,U16477,11/9/2019 ,N36752,0,N47020,1,N1034,0
117303,U1380,11/11/2019,N32437,1,N54489,0,N55207,0
117385,U61186,11/11/2019,N33619,1,N50675,0,N36789,0
117406,U23732,11/12/2019,N42977,0,N33885,1,N12029,0
117556,U66641,11/10/2019,N41224,0,N49685,1,N36681,0
117562,U67573,11/11/2019,N46029,0,N23414,1,N54489,0
117713,U29330,11/12/2019,N40839,1,N62360,0,N27560,0
117784,U89424,11/11/2019,N55689,1,N36712,0,N53397,0
117804,U24013,11/9/2019 ,N47020,0,N36752,1,N38783,0
117837,U43356,11/11/2019,N64009,0,N23414,1,N55689,0
117889,U78685,11/11/2019,N55689,0,N13930,0,N53585,1
117902,U74360,11/13/2019,N48064,0,N56214,1,N42457,0
117925,U33081,11/11/2019,N55689,1,N55204,0,N13930,0
117943,U89206,11/11/2019,N50675,0,N33619,0,N23429,1
117973,U25881,11/11/2019,N55689,0,N55204,0,N45270,1
117978,U20060,11/14/2019,N56211,0,N61233,1,N41934,0
117985,U60213,11/10/2019,N15160,0,N64513,0,N21882,1
117997,U26445,11/11/2019,N53585,1,N55689,0,N23414,0
117998,U71539,11/14/2019,N47280,0,N60750,1,N46917,0
118000,U60213,11/10/2019,N44651,0,N59390,0,N61022,1
118041,U88971,11/11/2019,N23414,1,N54489,0,N46029,0
118090,U57732,11/11/2019,N50675,0,N23429,0,N33619,1
118091,U53073,11/11/2019,N54489,0,N53585,0,N46029,1
118140,U46519,11/10/2019,N21882,0,N59390,0,N61022,1
118181,U69965,11/11/2019,N55689,0,N23414,1,N13930,0
118194,U20839,11/11/2019,N50675,0,N33619,0,N36789,1
118216,U30593,11/11/2019,N7466,0,N23414,1,N53585,0
118408,U6296,11/10/2019,N49279,1,N44651,0,N61022,0
118416,U38678,11/11/2019,N54489,1,N46029,0,N23414,0
118441,U88209,11/11/2019,N46526,0,N53585,0,N54489,1
118447,U20582,11/10/2019,N61022,0,N44651,0,N49279,1
118512,U53640,11/11/2019,N55689,0,N55204,0,N53585,1
118544,U73552,11/9/2019 ,N65185,0,N47020,1,N1034,0
118581,U4166,11/14/2019,N19661,0,N61233,1,N33828,0
118596,U29373,11/9/2019 ,N3491,0,N50135,0,N41881,1
118605,U36015,11/9/2019 ,N27845,0,N41881,0,N51398,1
118618,U93240,11/13/2019,N64252,0,N56214,1,N4642,0
118714,U71500,11/9/2019 ,N1034,0,N47020,0,N65185,1
118796,U17034,11/13/2019,N47061,1,N27437,0,N45266,0
118799,U3156,11/10/2019,N57651,0,N36681,0,N49685,1
118836,U46288,11/11/2019,N54489,0,N46029,0,N23414,1
118857,U24480,11/10/2019,N6330,0,N3339,1,N63478,0
118886,U32507,11/12/2019,N33619,1,N43519,0,N50675,0
118993,U934,11/10/2019,N44651,0,N49279,1,N61022,0
119005,U68122,11/11/2019,N13930,0,N55689,0,N23414,1
119016,U49967,11/9/2019 ,N36752,0,N47020,0,N1034,1
119067,U69541,11/14/2019,N46917,1,N21571,0,N61233,0
119082,U47200,11/10/2019,N49685,1,N64542,0,N62093,0
119108,U4992,11/11/2019,N13930,0,N23414,1,N55689,0
119132,U87648,11/11/2019,N23414,0,N13930,1,N55689,0
119148,U45998,11/11/2019,N33632,1,N49685,0,N57090,0
119149,U63282,11/11/2019,N8191,0,N54489,1,N46029,0
119172,U37236,11/14/2019,N40109,1,N50872,0,N25165,0
119216,U40929,11/10/2019,N49279,1,N61022,0,N44651,0
119274,U57384,11/10/2019,N61022,0,N44651,0,N49279,1
119376,U68720,11/10/2019,N28047,0,N49685,1,N64542,0
119383,U33819,11/11/2019,N8191,0,N54489,1,N46526,0
119402,U57495,11/12/2019,N28585,1,N30135,0,N61962,0
119503,U14371,11/11/2019,N46029,0,N54489,0,N23414,1
119539,U19040,11/11/2019,N61623,0,N55689,1,N11830,0
119599,U54503,11/10/2019,N49685,1,N36681,0,N57651,0
119600,U2209,11/14/2019,N57311,0,N62894,0,N19661,1
119645,U90859,11/10/2019,N44651,0,N49279,1,N61022,0
119647,U87102,11/10/2019,N49279,1,N44651,0,N36681,0
119657,U50702,11/10/2019,N49685,1,N62093,0,N64542,0
119667,U40937,11/10/2019,N61022,0,N44651,0,N49279,1
119668,U25057,11/12/2019,N40839,0,N58363,0,N63970,1
119814,U49848,11/11/2019,N13930,0,N23414,1,N55689,0
119832,U50886,11/9/2019 ,N47020,0,N1034,0,N65185,1
119881,U89203,11/10/2019,N36681,0,N57651,0,N49685,1
119950,U13887,11/9/2019 ,N47020,1,N41881,0,N51398,0
120042,U12466,11/11/2019,N53585,0,N54489,1,N55689,0
120049,U58550,11/10/2019,N49685,1,N57651,0,N36681,0
120066,U37015,11/10/2019,N49685,1,N64542,0,N62093,0
120119,U28793,11/10/2019,N28047,0,N49685,1,N64542,0
120145,U39615,11/9/2019 ,N36752,1,N45428,0,N47020,0
120154,U68928,11/10/2019,N36681,0,N57651,0,N49685,1
120174,U9373,11/11/2019,N35729,0,N6693,0,N55689,1
120222,U65232,11/12/2019,N58363,0,N63970,0,N64851,1
120271,U89046,11/10/2019,N49279,1,N36681,0,N44651,0
120272,U2533,11/10/2019,N57651,0,N36681,0,N49685,1
120343,U83492,11/11/2019,N53585,1,N55689,0,N55204,0
120388,U26222,11/10/2019,N44651,0,N49279,1,N61022,0
120415,U39783,11/11/2019,N55689,1,N42961,0,N35729,0
120416,U82522,11/10/2019,N36681,0,N49685,1,N57651,0
120439,U12549,11/10/2019,N44651,0,N61022,0,N49279,1
120451,U85846,11/10/2019,N44651,0,N61022,0,N49279,1
120454,U15387,11/11/2019,N43502,0,N53585,1,N55689,0
120468,U91738,11/11/2019,N54489,0,N46029,0,N23414,1
120634,U35714,11/10/2019,N61022,0,N44651,0,N49279,1
120727,U59969,11/11/2019,N12083,0,N30725,1,N5587,0
120755,U12774,11/9/2019 ,N47020,0,N1034,1,N23548,0
120770,U25456,11/13/2019,N48705,0,N56214,0,N4642,1
120783,U6601,11/11/2019,N35729,0,N27581,0,N49685,1
120858,U18185,11/12/2019,N12029,1,N36599,0,N42977,0
120865,U53329,11/11/2019,N55689,1,N23414,0,N13930,0
120880,U68148,11/13/2019,N26025,0,N287,1,N39010,0
120982,U10361,11/11/2019,N54489,0,N46029,1,N8191,1
121023,U39125,11/11/2019,N13930,0,N55689,0,N53585,1
121024,U63754,11/9/2019 ,N47020,0,N23548,0,N1034,1
121067,U22942,11/10/2019,N44651,0,N49279,1,N61022,0
121129,U60505,11/12/2019,N33619,1,N47578,0,N50675,0
121171,U50003,11/10/2019,N49685,1,N36681,0,N57651,0
121211,U23741,11/13/2019,N39010,0,N26025,0,N287,1
121213,U38329,11/11/2019,N55204,0,N53585,1,N55689,0
121249,U56693,11/9/2019 ,N51398,0,N41881,1,N47020,0
121290,U90043,11/11/2019,N23414,0,N13930,0,N55204,1
121295,U13377,11/13/2019,N42457,1,N51048,0,N64252,0
121300,U59680,11/11/2019,N55689,0,N53585,1,N23414,0
121324,U89914,11/11/2019,N23414,1,N55689,0,N13930,0
121399,U55225,11/11/2019,N55689,0,N42961,0,N35729,1
121493,U16787,11/10/2019,N49279,1,N61022,0,N21882,0
121586,U79698,11/11/2019,N55689,0,N27581,0,N35729,1
121709,U47705,11/11/2019,N55689,1,N55204,0,N52622,0
121715,U76056,11/13/2019,N26025,0,N33501,1,N51048,0
121868,U10233,11/11/2019,N52622,1,N55689,0,N3697,0
121894,U59551,11/10/2019,N49279,1,N44651,0,N61022,0
121932,U27968,11/11/2019,N53585,0,N41222,0,N54489,1
122151,U25215,11/10/2019,N49279,1,N61022,0,N44651,0
122327,U11099,11/13/2019,N36221,0,N56214,0,N4642,1
122350,U68926,11/10/2019,N26179,0,N18613,0,N38905,1
122364,U15285,11/11/2019,N55689,0,N23414,1,N13930,0
122412,U90812,11/10/2019,N36681,0,N49685,1,N57651,0
122413,U5632,11/11/2019,N46029,0,N54489,0,N42597,1
122443,U12780,11/10/2019,N49279,1,N61022,0,N44651,0
122452,U60596,11/11/2019,N55689,1,N55204,0,N53585,0
122490,U69244,11/10/2019,N61022,0,N44651,0,N49279,1
122522,U25012,11/10/2019,N57651,0,N36681,0,N49685,1
122568,U15141,11/11/2019,N55204,0,N13930,0,N55689,1
122622,U11029,11/10/2019,N44651,0,N49279,1,N61022,0
122624,U26445,11/14/2019,N61233,1,N1228,0,N33828,0
122646,U93773,11/11/2019,N59981,0,N35729,1,N21707,0
122812,U87675,11/13/2019,N287,0,N25295,1,N33501,0
122896,U56423,11/10/2019,N61022,0,N49279,1,N44651,0
122903,U5288,11/10/2019,N44651,0,N61022,0,N49279,1
123039,U55166,11/10/2019,N21882,0,N49279,1,N61022,0
123081,U19040,11/11/2019,N33632,1,N61623,0,N43309,0
123085,U34434,11/12/2019,N58363,0,N63970,1,N40839,0
123112,U52141,11/12/2019,N42977,1,N7821,0,N33885,0
123278,U68103,11/10/2019,N49279,1,N44651,0,N61022,0
123361,U46328,11/10/2019,N44651,0,N49279,1,N61022,0
123422,U57199,11/11/2019,N35729,0,N49157,0,N55689,1
123485,U53590,11/10/2019,N36681,0,N49685,1,N57651,0
123561,U86922,11/11/2019,N52622,0,N55204,0,N53585,1
123638,U87984,11/9/2019 ,N47020,0,N1034,1,N36752,0
123668,U55760,11/12/2019,N31978,0,N12493,1,N56243,0
123748,U45218,11/11/2019,N18708,1,N31947,0,N53696,0
123828,U48154,11/11/2019,N13930,0,N55689,0,N23414,1
123870,U19554,11/10/2019,N57651,0,N49685,1,N36681,0
123924,U91185,11/13/2019,N39010,0,N287,1,N51048,0
123955,U36043,11/11/2019,N53585,1,N55689,0,N13930,0
123983,U19533,11/14/2019,N46917,1,N56211,0,N61233,0
124001,U28300,11/11/2019,N13930,0,N23414,1,N53585,0
124024,U8889,11/11/2019,N55689,1,N17011,0,N26712,0
124099,U74360,11/12/2019,N20495,0,N6890,0,N33885,1
124136,U90466,11/10/2019,N49279,1,N61022,0,N44651,0
124267,U14804,11/13/2019,N44290,0,N4642,0,N56214,1
124274,U45393,11/10/2019,N61022,0,N49279,1,N21882,0
124403,U32468,11/11/2019,N55689,1,N55204,0,N52622,0
124432,U8365,11/10/2019,N62093,1,N49685,0,N64542,0
124612,U18773,11/10/2019,N61022,0,N49279,1,N44651,0
124620,U57040,11/10/2019,N61185,1,N56051,0,N57614,0
124626,U37754,11/10/2019,N61022,0,N49279,1,N44651,0
124644,U63955,11/13/2019,N21128,0,N42457,0,N56214,1
124668,U61519,11/10/2019,N40495,0,N50060,0,N7840,1
124684,U56309,11/11/2019,N38662,0,N13930,1,N43502,0
124823,U87868,11/9/2019 ,N51398,0,N27845,0,N41881,1
124837,U3868,11/10/2019,N49279,1,N26179,0,N29840,0
124848,U6512,11/10/2019,N61022,0,N44651,0,N49279,1
124960,U62877,11/9/2019 ,N47020,0,N51398,0,N41881,1
125017,U71357,11/9/2019 ,N47020,0,N41881,1,N23548,0
125023,U51400,11/10/2019,N44651,0,N49279,1,N61022,0
125034,U63298,11/11/2019,N46029,0,N42597,1,N54489,0
125051,U76433,11/11/2019,N45270,0,N53585,1,N55689,0
125100,U40389,11/11/2019,N55689,0,N55204,0,N53585,1
125127,U43395,11/9/2019 ,N47020,0,N36752,1,N29218,0
125139,U28323,11/10/2019,N49685,1,N28047,0,N64542,0
125183,U94018,11/10/2019,N33981,0,N50162,1,N63478,0
125215,U26245,11/10/2019,N28047,0,N64542,0,N49685,1
125274,U61516,11/10/2019,N44651,0,N61022,0,N49279,1
125398,U2467,11/12/2019,N23326,0,N7821,1,N12029,0
125624,U74450,11/11/2019,N55204,0,N53585,1,N55689,0
125681,U68416,11/9/2019 ,N47020,0,N23548,0,N1034,1
125683,U70616,11/10/2019,N49685,1,N36681,0,N57651,0
125696,U42745,11/11/2019,N55689,0,N42961,0,N35729,1
125724,U66073,11/11/2019,N23414,1,N54489,0,N2869,0
125802,U5196,11/11/2019,N53585,0,N23414,1,N55689,0
125831,U1417,11/11/2019,N23414,1,N46029,0,N54489,0
125921,U82410,11/12/2019,N63970,1,N40839,0,N27560,0
125934,U68197,11/11/2019,N62395,0,N14184,1,N16920,0
126006,U53,11/11/2019,N16804,0,N23414,1,N11988,0
126117,U20789,11/11/2019,N50675,1,N36789,0,N16920,0
126121,U56395,11/11/2019,N58710,0,N23414,1,N27521,0
126130,U34157,11/11/2019,N46029,0,N54489,0,N23414,1
126189,U65020,11/11/2019,N33619,1,N50675,0,N36789,0
126221,U93084,11/12/2019,N12029,0,N7821,1,N33885,0
126257,U17753,11/10/2019,N44651,0,N61022,0,N49279,1
126271,U89556,11/10/2019,N44651,0,N61022,0,N49279,1
126283,U14875,11/10/2019,N49685,1,N57651,0,N36681,0
126309,U88737,11/11/2019,N50675,0,N33619,0,N23429,1
126389,U35981,11/11/2019,N57402,0,N38511,0,N32097,1
126399,U21116,11/9/2019 ,N47020,0,N23548,0,N41881,1
126427,U62470,11/11/2019,N32087,0,N55689,0,N53585,1
126522,U37301,11/13/2019,N42457,1,N49712,0,N56214,0
126651,U7380,11/11/2019,N55689,0,N13930,0,N55204,1
126687,U53047,11/13/2019,N48705,1,N49483,0,N51048,0
126692,U92846,11/11/2019,N55204,0,N55689,1,N53585,0
126719,U19133,11/11/2019,N55689,0,N23414,1,N13930,0
126806,U87081,11/10/2019,N49279,1,N61022,0,N44651,0
126811,U45170,11/11/2019,N53585,1,N55689,0,N13930,0
126833,U7977,11/10/2019,N44651,0,N59390,0,N61022,1
126847,U2613,11/11/2019,N23414,1,N13930,0,N55689,0
126881,U59781,11/11/2019,N23414,1,N54489,0,N46029,0
126906,U20796,11/12/2019,N7319,0,N41020,0,N33619,1
126984,U39374,11/11/2019,N46029,0,N42597,1,N54489,0
127008,U9731,11/13/2019,N42457,1,N51048,0,N3031,0
127034,U415,11/10/2019,N57651,0,N49685,1,N36681,0
127043,U16878,11/10/2019,N49279,1,N44651,0,N61022,0
127071,U25382,11/11/2019,N38662,0,N13930,1,N55204,0
127123,U56355,11/11/2019,N55689,1,N23414,0,N13930,0
127200,U37854,11/11/2019,N33619,1,N23429,0,N50675,0
127235,U82160,11/13/2019,N287,1,N39010,0,N49483,0
127258,U10105,11/14/2019,N10552,0,N50872,0,N40109,1
127335,U87987,11/10/2019,N36681,0,N49685,1,N57651,0
127370,U13699,11/12/2019,N7821,1,N33677,0,N20495,0
127434,U54166,11/12/2019,N33885,0,N20495,0,N7821,1
127507,U85223,11/11/2019,N45270,0,N55689,1,N55204,0
127529,U29711,11/10/2019,N510,0,N59852,0,N44651,1
127532,U48050,11/10/2019,N36681,0,N49685,1,N57651,0
127540,U80625,11/11/2019,N50675,0,N33619,1,N453,0
127559,U65327,11/11/2019,N41222,0,N54489,0,N53585,1
127588,U48046,11/10/2019,N57651,0,N36681,0,N49685,1
127596,U43463,11/11/2019,N54489,0,N46526,1,N8191,0
127599,U53772,11/11/2019,N23414,1,N53585,0,N55689,0
127640,U67114,11/10/2019,N61022,1,N44651,0,N59390,0
127676,U82197,11/11/2019,N23429,0,N33619,0,N50675,1
127729,U45060,11/11/2019,N13930,0,N55204,0,N55689,1
127736,U73388,11/11/2019,N54489,1,N41222,0,N53585,0
127747,U6132,11/12/2019,N41020,0,N7319,0,N33619,1
127752,U3213,11/9/2019 ,N36752,0,N47020,0,N1034,1
127815,U80599,11/14/2019,N2235,0,N60750,0,N50055,1
127847,U90921,11/11/2019,N13930,0,N23414,1,N55689,0
127956,U45599,11/10/2019,N49279,1,N36681,0,N44651,0
128010,U10792,11/11/2019,N53585,1,N13930,0,N23414,0
128012,U49485,11/10/2019,N44651,0,N49279,1,N61022,0
128019,U73931,11/11/2019,N55689,0,N53585,1,N55204,0
128038,U88284,11/14/2019,N41285,0,N40109,1,N50872,0
128040,U60499,11/10/2019,N61022,0,N44651,0,N49279,1
128098,U14134,11/11/2019,N55204,0,N45270,0,N55689,1
128109,U35497,11/9/2019 ,N47020,1,N48958,0,N1034,0
128261,U44558,11/10/2019,N36681,0,N44651,0,N49279,1
128325,U29699,11/12/2019,N33619,1,N41020,0,N49180,0
128337,U20021,11/12/2019,N40839,0,N58363,1,N63970,1
128365,U3716,11/11/2019,N51346,0,N35729,1,N59981,0
128446,U2433,11/11/2019,N23414,0,N46029,1,N54489,0
128487,U45545,11/10/2019,N49685,1,N57651,0,N36681,0
128501,U29934,11/10/2019,N49685,1,N57651,0,N36681,0
128577,U92645,11/11/2019,N13930,0,N53585,1,N55689,0
128638,U89967,11/14/2019,N6578,0,N38779,1,N23446,0
128801,U26834,11/11/2019,N48606,0,N28047,0,N49685,1
128827,U6681,11/11/2019,N54489,1,N46029,0,N23414,0
128838,U74086,11/10/2019,N44651,0,N36681,0,N49279,1
128977,U84752,11/11/2019,N13930,1,N53585,1,N55689,0
129080,U29743,11/11/2019,N54489,0,N23414,1,N46029,0
129081,U26222,11/9/2019 ,N27845,0,N51398,0,N41881,1
129209,U68460,11/11/2019,N55689,0,N13930,0,N23414,1
129213,U30808,11/10/2019,N44651,0,N49279,1,N61022,0
129247,U46635,11/13/2019,N3031,0,N42457,1,N56214,0
129249,U34961,11/11/2019,N53585,1,N55204,0,N55689,0
129268,U53399,11/11/2019,N55204,0,N53585,1,N55689,0
129284,U50766,11/13/2019,N39010,0,N287,1,N53848,0
129364,U32579,11/11/2019,N49685,1,N57090,0,N27581,0
129450,U11067,11/10/2019,N44651,0,N49279,1,N61022,0
129517,U65416,11/9/2019 ,N47020,0,N65185,1,N1034,0
129527,U10079,11/14/2019,N50872,1,N6578,0,N25165,0
129588,U20557,11/10/2019,N57651,0,N49685,1,N36681,0
129622,U75757,11/10/2019,N61022,0,N44651,0,N49279,1
129707,U64447,11/11/2019,N55689,0,N53585,1,N55204,0
129723,U76073,11/10/2019,N36681,0,N57651,0,N49685,1
129748,U36259,11/11/2019,N53585,1,N45270,0,N55689,0
129806,U43490,11/11/2019,N23414,1,N46029,0,N54489,0
129834,U41164,11/11/2019,N49685,1,N27581,0,N33632,0
129835,U67710,11/9/2019 ,N41881,0,N47020,1,N51398,0
129861,U10364,11/10/2019,N44651,0,N49279,1,N61022,0
129864,U8009,11/14/2019,N23446,0,N50872,0,N40109,1
129896,U70742,11/11/2019,N13930,1,N38662,0,N55204,0
130001,U6270,11/11/2019,N55204,0,N55689,0,N53585,1
130092,U34184,11/11/2019,N18613,1,N56193,0,N52600,0
130217,U19129,11/9/2019 ,N51398,0,N41881,1,N27845,0
130305,U41109,11/13/2019,N17117,0,N35389,0,N4642,1
130307,U18744,11/10/2019,N44651,0,N61022,0,N49279,1
130349,U46514,11/13/2019,N35847,0,N56214,1,N83,0
130357,U39662,11/11/2019,N41222,0,N54489,0,N53585,1
130364,U51481,11/9/2019 ,N36752,1,N29218,0,N47020,0
130382,U25873,11/11/2019,N45270,0,N55689,1,N55204,0
130456,U869,11/13/2019,N39010,1,N51048,0,N287,0
130459,U35461,11/11/2019,N55689,0,N23414,0,N53585,1
130626,U92383,11/9/2019 ,N51398,0,N41881,1,N47020,0
130707,U48046,11/13/2019,N64252,0,N51048,0,N19592,1
130724,U85746,11/9/2019 ,N47020,0,N1034,1,N36752,0
130725,U49232,11/11/2019,N6693,0,N27581,0,N55689,1
130769,U48890,11/10/2019,N44651,0,N61022,0,N49279,1
130800,U2703,11/10/2019,N49685,1,N36681,0,N57651,0
130804,U70061,11/11/2019,N50675,0,N36789,0,N33619,1
130859,U86739,11/14/2019,N41934,1,N48487,0,N56211,0
130924,U72489,11/14/2019,N29735,1,N64543,0,N57032,0
131035,U7735,11/9/2019 ,N47020,0,N36752,0,N1034,1
131066,U10507,11/12/2019,N6458,0,N62360,0,N27560,1
131085,U74135,11/13/2019,N51048,0,N39774,0,N61032,1
131132,U2624,11/14/2019,N60750,0,N46917,1,N61233,0
131145,U45580,11/14/2019,N496,0,N50872,0,N35815,1
131196,U59276,11/11/2019,N53585,0,N55204,1,N55689,0
131208,U19618,11/11/2019,N46526,0,N54489,1,N8191,0
131319,U26569,11/10/2019,N61022,0,N49279,1,N21882,0
131337,U17025,11/11/2019,N50675,0,N33619,0,N23429,1
131338,U51548,11/13/2019,N4642,0,N56214,1,N12831,0
131385,U13564,11/10/2019,N49279,1,N61022,0,N44651,0
131450,U3337,11/13/2019,N48705,0,N39010,0,N287,1
131574,U68117,11/11/2019,N35729,0,N49685,1,N27581,0
131617,U74417,11/11/2019,N33619,0,N23429,0,N50675,1
131727,U58547,11/11/2019,N54489,1,N41222,0,N53585,0
131759,U13387,11/13/2019,N51048,0,N13907,0,N39010,1
131786,U36555,11/10/2019,N42614,0,N48759,0,N49685,1
131803,U93051,11/10/2019,N61022,0,N49279,1,N44651,0
131926,U85705,11/10/2019,N59390,0,N44651,0,N61022,1
131929,U53034,11/10/2019,N21882,0,N49279,1,N61022,0
131952,U10612,11/10/2019,N49685,1,N36681,0,N57651,0
131997,U81191,11/13/2019,N45266,0,N47061,1,N1940,0
132063,U76647,11/11/2019,N43502,0,N21707,0,N55204,1
132093,U47353,11/11/2019,N27581,0,N35729,1,N42961,0
132139,U19038,11/10/2019,N26179,0,N350,0,N49279,1
132140,U7149,11/13/2019,N51048,0,N287,1,N39010,0
132145,U2862,11/10/2019,N61022,0,N49279,1,N21882,0
132208,U81196,11/10/2019,N44651,0,N49279,1,N36681,0
132242,U82688,11/14/2019,N35739,0,N19661,1,N57032,0
132290,U19360,11/11/2019,N55689,0,N23414,0,N53585,1
132330,U6368,11/9/2019 ,N17468,0,N61688,0,N53017,1
132355,U16134,11/11/2019,N55689,1,N13930,0,N23414,0
132448,U71090,11/10/2019,N44651,0,N49279,1,N61022,0
132451,U11737,11/11/2019,N53585,1,N55204,0,N55689,0
132477,U64015,11/12/2019,N33619,1,N41020,0,N49180,0
132483,U19466,11/11/2019,N55689,1,N53585,0,N23414,0
132544,U38873,11/11/2019,N55689,0,N55204,0,N53585,1
132667,U71462,11/13/2019,N59673,0,N47061,0,N287,1
132699,U4073,11/11/2019,N46029,0,N23414,1,N54489,0
132800,U21486,11/10/2019,N49279,1,N44651,0,N61022,0
132948,U88739,11/11/2019,N23414,1,N46029,0,N54489,0
132960,U42808,11/12/2019,N50675,0,N47578,0,N33619,1
133071,U8138,11/13/2019,N45266,0,N47061,1,N61023,0
133172,U29494,11/10/2019,N57651,0,N36681,0,N49685,1
133175,U64697,11/9/2019 ,N41881,1,N51398,0,N47020,0
133296,U70316,11/11/2019,N38662,0,N55204,0,N13930,1
133324,U39731,11/12/2019,N42634,0,N40839,0,N58363,1
133410,U3462,11/11/2019,N53585,0,N23414,1,N13930,0
133421,U42358,11/11/2019,N21707,0,N55204,1,N43502,0
133450,U16382,11/11/2019,N53585,1,N55204,0,N55689,0
133500,U46588,11/11/2019,N46029,0,N54489,0,N23414,1
133528,U49064,11/11/2019,N35729,1,N6379,0,N26130,0
133579,U7388,11/10/2019,N1034,0,N64916,0,N61022,1
133592,U79933,11/10/2019,N49279,1,N44651,0,N61022,0
133741,U3255,11/10/2019,N49279,1,N61022,0,N44651,0
133756,U61186,11/10/2019,N36681,0,N57651,0,N49685,1
133831,U5457,11/14/2019,N50872,0,N19661,1,N496,0
133851,U93804,11/11/2019,N6693,1,N55689,1,N35729,0
133861,U16576,11/10/2019,N61022,0,N49279,1,N44651,0
133885,U74804,11/11/2019,N55204,0,N53585,1,N55689,0
133896,U81421,11/11/2019,N45270,0,N55204,0,N55689,1
133946,U80672,11/12/2019,N50675,0,N14184,0,N33619,1
133987,U4662,11/11/2019,N48759,1,N48606,0,N28047,0
134071,U415,11/13/2019,N4642,0,N26025,1,N53848,0
134073,U21414,11/9/2019 ,N65185,0,N1034,0,N47020,1
134104,U13613,11/12/2019,N33619,1,N50675,0,N47578,0
134255,U24609,11/11/2019,N55204,0,N13930,0,N55689,1
134265,U44576,11/11/2019,N56598,0,N55689,1,N29128,0
134291,U46729,11/10/2019,N44651,0,N49279,1,N61022,0
134333,U91033,11/12/2019,N50675,0,N47578,0,N33619,1
134356,U1947,11/10/2019,N49685,1,N64542,0,N28047,0
134421,U50235,11/12/2019,N58363,1,N40839,1,N64851,0
134454,U66794,11/9/2019 ,N36752,0,N47020,0,N1034,1
134465,U68426,11/11/2019,N55204,0,N13930,0,N53585,1
134494,U32851,11/9/2019 ,N47020,0,N51398,0,N41881,1
134516,U67370,11/11/2019,N45270,0,N55689,1,N55204,0
134604,U55437,11/11/2019,N23414,0,N46029,1,N54489,0
134616,U87671,11/12/2019,N63970,1,N20069,0,N7319,0
134673,U70107,11/9/2019 ,N47020,1,N1034,0,N65185,0
134692,U90447,11/13/2019,N42977,1,N36659,0,N47061,0
134751,U30191,11/10/2019,N57651,0,N49685,1,N36681,0
134799,U744,11/11/2019,N55689,0,N55204,0,N53585,1
134921,U90358,11/12/2019,N7821,1,N20495,0,N33885,0
134945,U52513,11/12/2019,N20079,0,N41578,0,N6056,1
134984,U55909,11/10/2019,N21882,0,N49279,1,N61022,0
135003,U36045,11/11/2019,N55689,0,N23414,1,N13930,0
135011,U76056,11/11/2019,N35729,1,N49685,0,N62729,0
135018,U18371,11/10/2019,N61022,0,N49279,1,N21882,1
135111,U64380,11/10/2019,N56193,1,N48606,0,N49685,0
135120,U22940,11/11/2019,N13341,0,N48759,1,N17104,0
135173,U60185,11/12/2019,N7319,0,N33619,1,N50675,0
135228,U25215,11/10/2019,N49685,1,N36681,0,N57651,0
135250,U51160,11/10/2019,N61022,0,N49279,1,N44651,0
135289,U53837,11/13/2019,N39010,0,N287,1,N10913,0
135358,U26234,11/10/2019,N49279,1,N61022,0,N21882,0
135366,U27053,11/13/2019,N27437,0,N47061,0,N287,1
135410,U32894,11/10/2019,N49685,0,N36681,0,N26952,1
135486,U65979,11/9/2019 ,N47020,0,N36752,1,N1034,0
135574,U54778,11/9/2019 ,N47020,0,N51398,0,N41881,1
135591,U56940,11/9/2019 ,N47020,0,N36752,1,N29218,0
135743,U43235,11/9/2019 ,N47020,0,N1034,1,N36752,0
135817,U36314,11/10/2019,N36681,0,N49685,1,N57651,0
135848,U68125,11/11/2019,N54489,0,N46029,0,N23414,1
135893,U40118,11/14/2019,N14478,1,N61595,0,N55275,0
135949,U88354,11/11/2019,N33632,1,N57090,0,N27581,0
136038,U45393,11/10/2019,N57651,0,N49685,1,N36681,0
136134,U22269,11/13/2019,N10913,0,N49483,0,N10960,1
136153,U51100,11/9/2019 ,N41881,1,N27845,0,N51398,0
136205,U4776,11/11/2019,N14184,0,N38511,1,N28655,0
136298,U14471,11/11/2019,N17011,0,N63550,1,N42961,0
136313,U70714,11/11/2019,N13930,0,N23414,1,N55689,0
136430,U406,11/9/2019 ,N33197,0,N48755,0,N32799,1
136535,U15883,11/11/2019,N55689,0,N53585,1,N55204,0
136668,U48438,11/11/2019,N23414,1,N46029,0,N54489,0
136685,U82333,11/13/2019,N1046,0,N39010,1,N49483,0
136713,U52496,11/9/2019 ,N47020,0,N10350,0,N14780,1
136752,U52850,11/11/2019,N55204,0,N55689,1,N45270,0
136844,U16935,11/10/2019,N36681,1,N26952,0,N49685,0
136848,U15231,11/12/2019,N47578,0,N50675,0,N20079,1
136940,U49792,11/9/2019 ,N1034,1,N36752,0,N47020,0
137073,U37301,11/11/2019,N23429,1,N50675,0,N33619,0
137096,U78325,11/11/2019,N35729,0,N55689,1,N21707,0
137098,U57618,11/9/2019 ,N1034,0,N47020,0,N65185,1
137229,U35207,11/9/2019 ,N47020,0,N19911,1,N38783,0
137346,U51086,11/11/2019,N46029,1,N54489,1,N23414,0
137361,U5673,11/12/2019,N20678,0,N261,1,N27560,0
137428,U71410,11/11/2019,N42597,1,N54489,0,N46029,0
137511,U63196,11/12/2019,N41020,0,N49180,0,N33619,1
